DOMInventory,,,,,,,,,,
PartNumber,OnlineStoreIdentifier,PhysicalStoreIdentifier,InventoryStatus,AvailableQuantity,AvailableQuantityUOM,AvailabilityTime,AvailabilityOffset,LastUpdate,ContextStoreIdentifier,Delete
WCL003_031305,,,AVL,1600,C62,,,,,
WCL003_031306,,,AVL,2600,C62,,,,,
WCL003_031307,,,AVL,2900,C62,,,,,
WCL003_031401,,,AVL,1300,C62,,,,,
WCL003_031402,,,AVL,2500,C62,,,,,
WCL003_031403,,,AVL,2500,C62,,,,,
WCL003_031404,,,AVL,2800,C62,,,,,
WCL003_031405,,,AVL,1800,C62,,,,,
WCL003_031406,,,AVL,2200,C62,,,,,
WCL003_031407,,,AVL,2800,C62,,,,,
WCL003_031501,,,AVL,2000,C62,,,,,
WCL003_031502,,,AVL,1800,C62,,,,,
WCL003_031503,,,AVL,1700,C62,,,,,
WCL003_031504,,,AVL,1000,C62,,,,,
WCL003_031505,,,AVL,2300,C62,,,,,
WCL003_031506,,,AVL,1600,C62,,,,,
WCL003_031507,,,AVL,1700,C62,,,,,
WCL003_031601,,,AVL,2800,C62,,,,,
WCL003_031602,,,AVL,2900,C62,,,,,
WCL003_031603,,,AVL,1600,C62,,,,,
WCL003_031604,,,AVL,2600,C62,,,,,
WCL003_031605,,,AVL,2300,C62,,,,,
WCL003_031606,,,AVL,1100,C62,,,,,
WCL003_031607,,,AVL,1600,C62,,,,,
WCL003_031701,,,AVL,1900,C62,,,,,
WCL003_031702,,,AVL,2400,C62,,,,,
WCL003_031703,,,AVL,1400,C62,,,,,
WCL003_031704,,,AVL,2700,C62,,,,,
WCL003_031705,,,AVL,1400,C62,,,,,
WCL003_031706,,,AVL,1900,C62,,,,,
WCL003_031707,,,AVL,2000,C62,,,,,
WCL003_031801,,,AVL,1100,C62,,,,,
WCL003_031802,,,AVL,2800,C62,,,,,
WCL003_031803,,,AVL,2900,C62,,,,,
WCL003_031804,,,AVL,2800,C62,,,,,
WCL003_031805,,,AVL,2400,C62,,,,,
WCL003_031806,,,AVL,1100,C62,,,,,
WCL003_031807,,,AVL,1400,C62,,,,,
WCL003_032101,,,AVL,1400,C62,,,,,
WCL003_032102,,,AVL,2000,C62,,,,,
WCL003_032103,,,AVL,1600,C62,,,,,
WCL003_032104,,,AVL,1700,C62,,,,,
WCL003_032301,,,AVL,1900,C62,,,,,
WCL003_032302,,,AVL,2100,C62,,,,,
WCL003_032303,,,AVL,1900,C62,,,,,
WCL003_032304,,,AVL,2200,C62,,,,,
WCL002_020101,,,AVL,2600,C62,,,,,
WCL002_020102,,,AVL,1300,C62,,,,,
WCL002_020103,,,AVL,1400,C62,,,,,
WCL002_020104,,,AVL,2700,C62,,,,,
WCL002_020105,,,AVL,2000,C62,,,,,
WCL002_020201,,,AVL,2300,C62,,,,,
WCL002_020202,,,AVL,2700,C62,,,,,
WCL002_020203,,,AVL,2800,C62,,,,,
WCL002_020204,,,AVL,1500,C62,,,,,
WCL002_020205,,,AVL,2400,C62,,,,,
WCL002_020401,,,AVL,2300,C62,,,,,
WCL002_020402,,,AVL,1900,C62,,,,,
WCL002_020403,,,AVL,1500,C62,,,,,
WCL002_020404,,,AVL,2700,C62,,,,,
WCL002_020405,,,AVL,1800,C62,,,,,
WCL002_020501,,,AVL,1700,C62,,,,,
WCL002_020502,,,AVL,1700,C62,,,,,
WCL002_020503,,,AVL,2700,C62,,,,,
WCL002_020504,,,AVL,2500,C62,,,,,
WCL002_020505,,,AVL,2400,C62,,,,,
WCL002_020601,,,AVL,2900,C62,,,,,
WCL002_020602,,,AVL,2100,C62,,,,,
WCL002_020603,,,AVL,2200,C62,,,,,
WCL002_020604,,,AVL,2500,C62,,,,,
WCL002_020605,,,AVL,2400,C62,,,,,
WCL002_020701,,,AVL,1100,C62,,,,,
WCL002_020702,,,AVL,3000,C62,,,,,
WCL002_020703,,,AVL,1400,C62,,,,,
WCL002_020704,,,AVL,2800,C62,,,,,
WCL002_020705,,,AVL,2600,C62,,,,,
WCL002_020801,,,AVL,1600,C62,,,,,
WCL002_020802,,,AVL,2900,C62,,,,,
WCL002_020803,,,AVL,1900,C62,,,,,
WCL002_020804,,,AVL,1500,C62,,,,,
WCL002_020805,,,AVL,2700,C62,,,,,
WCL002_020901,,,AVL,2500,C62,,,,,
WCL002_020902,,,AVL,2800,C62,,,,,
WCL002_020903,,,AVL,2600,C62,,,,,
WCL002_020904,,,AVL,2300,C62,,,,,
WCL002_020905,,,AVL,1400,C62,,,,,
WCL002_021001,,,AVL,1100,C62,,,,,
WCL002_021002,,,AVL,1000,C62,,,,,
WCL002_021003,,,AVL,1100,C62,,,,,
WCL002_021004,,,AVL,1300,C62,,,,,
WCL002_021005,,,AVL,1700,C62,,,,,
WCL002_021301,,,AVL,1100,C62,,,,,
WCL002_021302,,,AVL,2000,C62,,,,,
WCL002_021303,,,AVL,1900,C62,,,,,
WCL002_021304,,,AVL,2800,C62,,,,,
WCL002_021305,,,AVL,1300,C62,,,,,
WCL002_021401,,,AVL,1400,C62,,,,,
WCL002_021402,,,AVL,2500,C62,,,,,
WCL002_021403,,,AVL,1000,C62,,,,,
WCL002_021404,,,AVL,1600,C62,,,,,
WCL002_021405,,,AVL,1000,C62,,,,,
WCL002_021501,,,AVL,1100,C62,,,,,
WCL002_021502,,,AVL,2300,C62,,,,,
WCL002_021503,,,AVL,1300,C62,,,,,
WCL002_021504,,,AVL,1100,C62,,,,,
WCL002_021505,,,AVL,2900,C62,,,,,
WCL002_021601,,,AVL,2600,C62,,,,,
WCL002_021602,,,AVL,1400,C62,,,,,
WCL002_021603,,,AVL,2900,C62,,,,,
WCL002_021604,,,AVL,3000,C62,,,,,
WCL002_021605,,,AVL,1300,C62,,,,,
WCL002_021701,,,AVL,2800,C62,,,,,
WCL002_021702,,,AVL,1400,C62,,,,,
WCL002_021703,,,AVL,2000,C62,,,,,
WCL002_021704,,,AVL,1600,C62,,,,,
WCL002_021705,,,AVL,2400,C62,,,,,
WCL002_022001,,,AVL,2700,C62,,,,,
WCL002_022002,,,AVL,1400,C62,,,,,
WCL002_022003,,,AVL,1600,C62,,,,,
WCL002_022004,,,AVL,1500,C62,,,,,
WCL002_022005,,,AVL,1000,C62,,,,,
WCL002_022301,,,AVL,2400,C62,,,,,
WCL002_022302,,,AVL,2000,C62,,,,,
WCL002_022303,,,AVL,2100,C62,,,,,
WCL002_022304,,,AVL,1100,C62,,,,,
WCL002_022305,,,AVL,2200,C62,,,,,
WCL002_022401,,,AVL,1900,C62,,,,,
WCL002_022402,,,AVL,1000,C62,,,,,
WCL002_022403,,,AVL,1400,C62,,,,,
WCL002_022404,,,AVL,2000,C62,,,,,
WCL002_022405,,,AVL,1000,C62,,,,,
WCL001_010201,,,AVL,2900,C62,,,,,
WCL001_010202,,,AVL,1500,C62,,,,,
WCL001_010203,,,AVL,1500,C62,,,,,
WCL001_010204,,,AVL,1700,C62,,,,,
WCL001_010205,,,AVL,1300,C62,,,,,
WCL001_010206,,,AVL,1900,C62,,,,,
WCL001_010207,,,AVL,1200,C62,,,,,
WCL001_010401,,,AVL,2700,C62,,,,,
WCL001_010402,,,AVL,2000,C62,,,,,
WCL001_010403,,,AVL,1100,C62,,,,,
WCL001_010404,,,AVL,1600,C62,,,,,
WCL001_010405,,,AVL,1400,C62,,,,,
WCL001_010406,,,AVL,2800,C62,,,,,
WCL001_010407,,,AVL,2500,C62,,,,,
WCL001_010501,,,AVL,1100,C62,,,,,
WCL001_010502,,,AVL,2500,C62,,,,,
WCL001_010503,,,AVL,1000,C62,,,,,
WCL001_010504,,,AVL,2800,C62,,,,,
WCL001_010505,,,AVL,1000,C62,,,,,
WCL001_010506,,,AVL,1000,C62,,,,,
WCL001_010507,,,AVL,2300,C62,,,,,
WCL001_010601,,,AVL,1100,C62,,,,,
WCL001_010602,,,AVL,2500,C62,,,,,
WCL001_010603,,,AVL,1700,C62,,,,,
WCL001_010604,,,AVL,2000,C62,,,,,
WCL001_010701,,,AVL,3000,C62,,,,,
WCL001_010702,,,AVL,2900,C62,,,,,
WCL001_010703,,,AVL,1400,C62,,,,,
WCL001_010704,,,AVL,1700,C62,,,,,
WCL001_010801,,,AVL,2200,C62,,,,,
WCL001_010802,,,AVL,1500,C62,,,,,
WCL001_010803,,,AVL,1500,C62,,,,,
WCL001_010804,,,AVL,2800,C62,,,,,
WCL001_010805,,,AVL,1300,C62,,,,,
WCL001_010806,,,AVL,2800,C62,,,,,
WCL001_010807,,,AVL,1600,C62,,,,,
WCL001_010901,,,AVL,1200,C62,,,,,
WCL001_010902,,,AVL,2000,C62,,,,,
WCL001_010903,,,AVL,1800,C62,,,,,
WCL001_010904,,,AVL,1400,C62,,,,,
WCL001_010905,,,AVL,3000,C62,,,,,
WCL001_010906,,,AVL,1700,C62,,,,,
WCL001_011001,,,AVL,1700,C62,,,,,
WCL001_011002,,,AVL,2700,C62,,,,,
WCL001_011003,,,AVL,2900,C62,,,,,
WCL001_011004,,,AVL,3000,C62,,,,,
WCL001_011101,,,AVL,1200,C62,,,,,
WCL001_011102,,,AVL,1200,C62,,,,,
WCL001_011103,,,AVL,2600,C62,,,,,
WCL001_011104,,,AVL,1400,C62,,,,,
WCL001_011105,,,AVL,2000,C62,,,,,
WCL001_011106,,,AVL,1300,C62,,,,,
WCL001_011107,,,AVL,1100,C62,,,,,
WCL001_011301,,,AVL,1600,C62,,,,,
WCL001_011302,,,AVL,2600,C62,,,,,
WCL001_011303,,,AVL,2300,C62,,,,,
WCL001_011304,,,AVL,1600,C62,,,,,
WCL001_011501,,,AVL,2400,C62,,,,,
WCL001_011502,,,AVL,1700,C62,,,,,
WCL001_011503,,,AVL,1300,C62,,,,,
WCL001_011504,,,AVL,1200,C62,,,,,
WCL001_011505,,,AVL,2400,C62,,,,,
WCL001_011506,,,AVL,1300,C62,,,,,
WCL001_011507,,,AVL,2000,C62,,,,,
WCL001_011901,,,AVL,2200,C62,,,,,
WCL001_011902,,,AVL,1500,C62,,,,,
WCL001_011903,,,AVL,1900,C62,,,,,
WCL001_011904,,,AVL,1200,C62,,,,,
WCL001_011905,,,AVL,2600,C62,,,,,
WCL001_012001,,,AVL,2400,C62,,,,,
WCL001_012002,,,AVL,2700,C62,,,,,
WCL001_012003,,,AVL,2900,C62,,,,,
WCL001_012004,,,AVL,1000,C62,,,,,
WCL001_012005,,,AVL,1400,C62,,,,,
WCL001_012101,,,AVL,1000,C62,,,,,
WCL001_012102,,,AVL,2700,C62,,,,,
WCL001_012103,,,AVL,1900,C62,,,,,
WCL001_012104,,,AVL,1200,C62,,,,,
WCL001_012105,,,AVL,2900,C62,,,,,
WCL001_012301,,,AVL,2000,C62,,,,,
WCL001_012302,,,AVL,2800,C62,,,,,
WCL001_012303,,,AVL,2600,C62,,,,,
WCL001_012304,,,AVL,3000,C62,,,,,
WCL001_012305,,,AVL,1900,C62,,,,,
WCL001_012306,,,AVL,2500,C62,,,,,
WCL001_012601,,,AVL,2100,C62,,,,,
WCL001_012602,,,AVL,2600,C62,,,,,
WCL001_012603,,,AVL,1200,C62,,,,,
WCL001_012604,,,AVL,2400,C62,,,,,
MAC013_130101,,,AVL,1500,C62,,,,,
MAC013_130102,,,AVL,1500,C62,,,,,
MAC013_130103,,,AVL,1900,C62,,,,,
MAC013_130104,,,AVL,2600,C62,,,,,
MAC013_130105,,,AVL,2600,C62,,,,,
MAC013_130106,,,AVL,2000,C62,,,,,
MAC013_130501,,,AVL,1400,C62,,,,,
MAC013_130502,,,AVL,1200,C62,,,,,
MAC013_130503,,,AVL,2400,C62,,,,,
MAC013_130504,,,AVL,2500,C62,,,,,
MAC013_130505,,,AVL,1500,C62,,,,,
MAC013_130506,,,AVL,1200,C62,,,,,
MAC013_130801,,,AVL,2000,C62,,,,,
MAC013_130802,,,AVL,2700,C62,,,,,
MAC013_130803,,,AVL,2400,C62,,,,,
MAC013_130804,,,AVL,1600,C62,,,,,
MAC013_130805,,,AVL,1100,C62,,,,,
MAC013_130806,,,AVL,1500,C62,,,,,
MAC013_130901,,,AVL,2100,C62,,,,,
MAC013_130902,,,AVL,1300,C62,,,,,
MAC013_130903,,,AVL,2100,C62,,,,,
MAC013_130904,,,AVL,2600,C62,,,,,
MAC013_130905,,,AVL,2700,C62,,,,,
MAC013_130906,,,AVL,1600,C62,,,,,
MAC013_131001,,,AVL,2600,C62,,,,,
MAC013_131002,,,AVL,1300,C62,,,,,
MAC013_131003,,,AVL,2200,C62,,,,,
MAC013_131004,,,AVL,2500,C62,,,,,
MAC013_131005,,,AVL,1700,C62,,,,,
MAC013_131006,,,AVL,1100,C62,,,,,
MAC013_131501,,,AVL,1700,C62,,,,,
MAC013_131601,,,AVL,1800,C62,,,,,
MAC013_131701,,,AVL,2200,C62,,,,,
MAC013_131801,,,AVL,1100,C62,,,,,
MAC013_131901,,,AVL,1800,C62,,,,,
MAC013_132001,,,AVL,1700,C62,,,,,
MAC013_132501,,,AVL,1800,C62,,,,,
MAC013_132502,,,AVL,2400,C62,,,,,
MAC013_132503,,,AVL,2300,C62,,,,,
MAC013_132504,,,AVL,2000,C62,,,,,
MAC013_132505,,,AVL,1100,C62,,,,,
MAC013_132601,,,AVL,1200,C62,,,,,
MAC013_132602,,,AVL,2100,C62,,,,,
MAC013_132603,,,AVL,2500,C62,,,,,
MAC013_132604,,,AVL,3000,C62,,,,,
MAC013_132605,,,AVL,1600,C62,,,,,
MAC013_132801,,,AVL,2800,C62,,,,,
MAC013_132802,,,AVL,2200,C62,,,,,
MAC013_132803,,,AVL,2600,C62,,,,,
MAC013_132804,,,AVL,1200,C62,,,,,
MAC013_132805,,,AVL,1600,C62,,,,,
MAC013_133001,,,AVL,1200,C62,,,,,
MAC013_133002,,,AVL,1600,C62,,,,,
MAC013_133003,,,AVL,1800,C62,,,,,
MAC013_133004,,,AVL,2200,C62,,,,,
MAC013_133005,,,AVL,2500,C62,,,,,
MAC013_133006,,,AVL,2300,C62,,,,,
MAC013_133101,,,AVL,1000,C62,,,,,
MAC013_133102,,,AVL,1100,C62,,,,,
MAC013_133103,,,AVL,1700,C62,,,,,
MAC013_133104,,,AVL,1800,C62,,,,,
MAC013_133105,,,AVL,1000,C62,,,,,
MAC013_133201,,,AVL,1000,C62,,,,,
MAC013_133202,,,AVL,1400,C62,,,,,
MAC013_133203,,,AVL,1800,C62,,,,,
MAC013_133204,,,AVL,2200,C62,,,,,
MAC013_133205,,,AVL,1700,C62,,,,,
MCL009_090101,,,AVL,1400,C62,,,,,
MCL009_090102,,,AVL,1000,C62,,,,,
MCL009_090103,,,AVL,2500,C62,,,,,
MCL009_090104,,,AVL,1600,C62,,,,,
MCL009_090105,,,AVL,1500,C62,,,,,
MCL009_090106,,,AVL,2500,C62,,,,,
MCL009_090401,,,AVL,3000,C62,,,,,
MCL009_090402,,,AVL,1200,C62,,,,,
MCL009_090403,,,AVL,1100,C62,,,,,
MCL009_090404,,,AVL,2600,C62,,,,,
MCL009_090405,,,AVL,2300,C62,,,,,
MCL009_090406,,,AVL,1700,C62,,,,,
MCL009_090501,,,AVL,2500,C62,,,,,
MCL009_090502,,,AVL,2700,C62,,,,,
MCL009_090503,,,AVL,2700,C62,,,,,
MCL009_090504,,,AVL,2200,C62,,,,,
MCL009_090505,,,AVL,2700,C62,,,,,
MCL009_090506,,,AVL,1200,C62,,,,,
MCL009_090601,,,AVL,2000,C62,,,,,
MCL009_090602,,,AVL,1400,C62,,,,,
MCL009_090603,,,AVL,2600,C62,,,,,
MCL009_090604,,,AVL,1700,C62,,,,,
MCL009_090605,,,AVL,2200,C62,,,,,
MCL009_090606,,,AVL,2500,C62,,,,,
MCL009_090701,,,AVL,1600,C62,,,,,
MCL009_090702,,,AVL,3000,C62,,,,,
MCL009_090703,,,AVL,3000,C62,,,,,
MCL009_090704,,,AVL,1200,C62,,,,,
MCL009_090705,,,AVL,1200,C62,,,,,
MCL009_090706,,,AVL,2300,C62,,,,,
MCL009_090801,,,AVL,2800,C62,,,,,
MCL009_090802,,,AVL,1500,C62,,,,,
MCL009_090803,,,AVL,2300,C62,,,,,
MCL009_090804,,,AVL,1600,C62,,,,,
MCL009_090805,,,AVL,2000,C62,,,,,
MCL009_090806,,,AVL,2400,C62,,,,,
MCL009_090901,,,AVL,2300,C62,,,,,
MCL009_090902,,,AVL,2300,C62,,,,,
MCL009_090903,,,AVL,1600,C62,,,,,
MCL009_090904,,,AVL,2400,C62,,,,,
MCL009_090905,,,AVL,2300,C62,,,,,
MCL009_090906,,,AVL,2000,C62,,,,,
MCL009_091001,,,AVL,2500,C62,,,,,
MCL009_091002,,,AVL,1600,C62,,,,,
MCL009_091003,,,AVL,2500,C62,,,,,
MCL009_091004,,,AVL,3000,C62,,,,,
MCL009_091005,,,AVL,1800,C62,,,,,
MCL009_091006,,,AVL,2700,C62,,,,,
MCL009_091301,,,AVL,1700,C62,,,,,
MCL009_091302,,,AVL,2000,C62,,,,,
MCL009_091303,,,AVL,2100,C62,,,,,
MCL009_091304,,,AVL,1800,C62,,,,,
MCL009_091305,,,AVL,2600,C62,,,,,
MCL009_091306,,,AVL,2200,C62,,,,,
MCL009_091401,,,AVL,1300,C62,,,,,
MCL009_091402,,,AVL,2800,C62,,,,,
MCL009_091403,,,AVL,2200,C62,,,,,
MCL009_091404,,,AVL,1600,C62,,,,,
MCL009_091405,,,AVL,2000,C62,,,,,
MCL009_091406,,,AVL,2100,C62,,,,,
MCL009_091501,,,AVL,2800,C62,,,,,
MCL009_091502,,,AVL,2800,C62,,,,,
MCL009_091503,,,AVL,1800,C62,,,,,
MCL009_091504,,,AVL,2800,C62,,,,,
MCL009_091505,,,AVL,2600,C62,,,,,
MCL009_091506,,,AVL,2900,C62,,,,,
MCL009_091601,,,AVL,1300,C62,,,,,
MCL009_091602,,,AVL,1400,C62,,,,,
MCL009_091603,,,AVL,1400,C62,,,,,
MCL009_091604,,,AVL,2800,C62,,,,,
MCL009_091605,,,AVL,2300,C62,,,,,
MCL009_091606,,,AVL,1300,C62,,,,,
MCL009_091701,,,AVL,2000,C62,,,,,
MCL009_091702,,,AVL,2900,C62,,,,,
MCL009_091703,,,AVL,2900,C62,,,,,
MCL009_091704,,,AVL,1700,C62,,,,,
MCL009_091705,,,AVL,1600,C62,,,,,
MCL009_091706,,,AVL,3000,C62,,,,,
MCL009_091901,,,AVL,1600,C62,,,,,
MCL009_091902,,,AVL,2000,C62,,,,,
MCL009_091903,,,AVL,1600,C62,,,,,
MCL009_091904,,,AVL,2800,C62,,,,,
MCL009_091905,,,AVL,2100,C62,,,,,
MCL009_091906,,,AVL,2200,C62,,,,,
MCL009_092001,,,AVL,1000,C62,,,,,
MCL009_092002,,,AVL,2900,C62,,,,,
MCL009_092003,,,AVL,2600,C62,,,,,
MCL009_092004,,,AVL,1800,C62,,,,,
MCL009_092005,,,AVL,2900,C62,,,,,
MCL009_092006,,,AVL,2200,C62,,,,,
MCL010_100101,,,AVL,2400,C62,,,,,
MCL010_100102,,,AVL,1200,C62,,,,,
MCL010_100103,,,AVL,2100,C62,,,,,
MCL010_100104,,,AVL,1500,C62,,,,,
MCL010_100105,,,AVL,1300,C62,,,,,
MCL010_100106,,,AVL,2200,C62,,,,,
MCL010_100201,,,AVL,1200,C62,,,,,
MCL010_100202,,,AVL,1200,C62,,,,,
MCL010_100203,,,AVL,1900,C62,,,,,
MCL010_100204,,,AVL,2400,C62,,,,,
MCL010_100205,,,AVL,2900,C62,,,,,
MCL010_100206,,,AVL,1600,C62,,,,,
MCL010_100207,,,AVL,2100,C62,,,,,
MCL010_100208,,,AVL,1000,C62,,,,,
MCL010_100209,,,AVL,2300,C62,,,,,
MCL010_1002010,,,AVL,2900,C62,,,,,
MCL010_1002011,,,AVL,1700,C62,,,,,
MCL010_1002012,,,AVL,1200,C62,,,,,
MCL010_100401,,,AVL,2400,C62,,,,,
MCL010_100402,,,AVL,1000,C62,,,,,
MCL010_100403,,,AVL,1300,C62,,,,,
MCL010_100404,,,AVL,1200,C62,,,,,
MCL010_100405,,,AVL,1400,C62,,,,,
MCL010_100406,,,AVL,1200,C62,,,,,
MCL010_100501,,,AVL,2000,C62,,,,,
MCL010_100502,,,AVL,3000,C62,,,,,
MCL010_100503,,,AVL,1800,C62,,,,,
MCL010_100504,,,AVL,1800,C62,,,,,
MCL010_100505,,,AVL,1100,C62,,,,,
MCL010_100506,,,AVL,2400,C62,,,,,
MCL010_100507,,,AVL,1100,C62,,,,,
MCL010_100601,,,AVL,1000,C62,,,,,
MCL010_100602,,,AVL,2300,C62,,,,,
MCL010_100603,,,AVL,2500,C62,,,,,
MCL010_100604,,,AVL,2100,C62,,,,,
MCL010_100605,,,AVL,2500,C62,,,,,
MCL010_100606,,,AVL,2800,C62,,,,,
MCL010_100607,,,AVL,2100,C62,,,,,
MCL010_100608,,,AVL,1200,C62,,,,,
MCL010_100609,,,AVL,2100,C62,,,,,
MCL010_1006010,,,AVL,2100,C62,,,,,
MCL010_1006011,,,AVL,1900,C62,,,,,
MCL010_100701,,,AVL,1800,C62,,,,,
MCL010_100702,,,AVL,2500,C62,,,,,
MCL010_100703,,,AVL,2200,C62,,,,,
MCL010_100704,,,AVL,1500,C62,,,,,
MCL010_100705,,,AVL,2900,C62,,,,,
MCL010_100706,,,AVL,1500,C62,,,,,
MCL010_100707,,,AVL,1600,C62,,,,,
MCL010_100708,,,AVL,1400,C62,,,,,
MCL010_100709,,,AVL,1800,C62,,,,,
MCL010_1007010,,,AVL,1800,C62,,,,,
MCL010_1007011,,,AVL,2500,C62,,,,,
MCL010_1007012,,,AVL,2000,C62,,,,,
MCL010_100901,,,AVL,1000,C62,,,,,
MCL010_100902,,,AVL,1500,C62,,,,,
MCL010_100903,,,AVL,2500,C62,,,,,
MCL010_100904,,,AVL,3000,C62,,,,,
MCL010_100905,,,AVL,1500,C62,,,,,
MCL010_100906,,,AVL,1200,C62,,,,,
MCL010_100907,,,AVL,2700,C62,,,,,
MCL010_100908,,,AVL,1300,C62,,,,,
MCL010_101001,,,AVL,1600,C62,,,,,
MCL010_101002,,,AVL,1200,C62,,,,,
MCL010_101003,,,AVL,2500,C62,,,,,
MCL010_101004,,,AVL,2800,C62,,,,,
MCL010_101005,,,AVL,1000,C62,,,,,
MCL010_101006,,,AVL,2000,C62,,,,,
MCL010_101007,,,AVL,1200,C62,,,,,
MCL010_101008,,,AVL,2400,C62,,,,,
MCL010_101009,,,AVL,2900,C62,,,,,
MCL010_1010010,,,AVL,3000,C62,,,,,
MCL010_1010011,,,AVL,1600,C62,,,,,
MCL010_101101,,,AVL,1600,C62,,,,,
MCL010_101102,,,AVL,2500,C62,,,,,
MCL010_101103,,,AVL,2300,C62,,,,,
MCL010_101104,,,AVL,1000,C62,,,,,
MCL010_101105,,,AVL,2800,C62,,,,,
MCL010_101106,,,AVL,1700,C62,,,,,
MCL010_101301,,,AVL,1100,C62,,,,,
MCL010_101302,,,AVL,2500,C62,,,,,
MCL010_101303,,,AVL,2100,C62,,,,,
MCL010_101304,,,AVL,1800,C62,,,,,
MCL010_101305,,,AVL,1500,C62,,,,,
MCL010_101306,,,AVL,1800,C62,,,,,
MCL010_101307,,,AVL,1800,C62,,,,,
MCL010_101308,,,AVL,1500,C62,,,,,
MCL010_101309,,,AVL,1600,C62,,,,,
MCL010_1013010,,,AVL,1800,C62,,,,,
MCL010_1013011,,,AVL,1300,C62,,,,,
MCL010_101401,,,AVL,2500,C62,,,,,
MCL010_101402,,,AVL,2900,C62,,,,,
MCL010_101403,,,AVL,1200,C62,,,,,
MCL010_101404,,,AVL,1000,C62,,,,,
MCL010_101405,,,AVL,2900,C62,,,,,
MCL010_101406,,,AVL,1600,C62,,,,,
MCL010_101407,,,AVL,1300,C62,,,,,
MCL010_101408,,,AVL,2900,C62,,,,,
MCL010_101409,,,AVL,1200,C62,,,,,
MCL010_1014010,,,AVL,2200,C62,,,,,
MCL010_1014011,,,AVL,2700,C62,,,,,
MCL010_1014012,,,AVL,3000,C62,,,,,
MCL010_1014013,,,AVL,2700,C62,,,,,
MCL010_101501,,,AVL,2300,C62,,,,,
MCL010_101502,,,AVL,1500,C62,,,,,
MCL010_101503,,,AVL,1100,C62,,,,,
MCL010_101504,,,AVL,1200,C62,,,,,
MCL010_101505,,,AVL,1600,C62,,,,,
MCL010_101506,,,AVL,1800,C62,,,,,
MCL010_101901,,,AVL,2600,C62,,,,,
MCL010_101902,,,AVL,3000,C62,,,,,
MCL010_101903,,,AVL,2500,C62,,,,,
MCL010_101904,,,AVL,2900,C62,,,,,
MCL010_101905,,,AVL,3000,C62,,,,,
MCL010_101906,,,AVL,1300,C62,,,,,
MCL010_101907,,,AVL,1400,C62,,,,,
MCL010_101908,,,AVL,2500,C62,,,,,
MCL010_102101,,,AVL,2100,C62,,,,,
MCL010_102102,,,AVL,1100,C62,,,,,
MCL010_102103,,,AVL,1500,C62,,,,,
MCL010_102104,,,AVL,2500,C62,,,,,
MCL010_102105,,,AVL,1800,C62,,,,,
MCL010_102106,,,AVL,2200,C62,,,,,
MCL010_102107,,,AVL,2900,C62,,,,,
MCL010_102108,,,AVL,3000,C62,,,,,
MCL010_102109,,,AVL,1200,C62,,,,,
MCL010_102201,,,AVL,2900,C62,,,,,
MCL010_102202,,,AVL,2500,C62,,,,,
MCL010_102203,,,AVL,2100,C62,,,,,
MCL010_102204,,,AVL,2100,C62,,,,,
MCL010_102205,,,AVL,2100,C62,,,,,
MCL010_102206,,,AVL,1000,C62,,,,,
MCL010_102207,,,AVL,2400,C62,,,,,
MCL011_110101,,,AVL,1800,C62,,,,,
MCL011_110102,,,AVL,2600,C62,,,,,
MCL011_110103,,,AVL,1500,C62,,,,,
MCL011_110104,,,AVL,3000,C62,,,,,
MCL011_110105,,,AVL,2500,C62,,,,,
MCL011_110106,,,AVL,3000,C62,,,,,
MCL011_110201,,,AVL,1500,C62,,,,,
MCL011_110202,,,AVL,2200,C62,,,,,
MCL011_110203,,,AVL,1900,C62,,,,,
MCL011_110204,,,AVL,2100,C62,,,,,
MCL011_110205,,,AVL,1700,C62,,,,,
MCL011_110206,,,AVL,2000,C62,,,,,
MCL011_110301,,,AVL,1000,C62,,,,,
MCL011_110302,,,AVL,2200,C62,,,,,
MCL011_110303,,,AVL,2800,C62,,,,,
MCL011_110304,,,AVL,1400,C62,,,,,
MCL011_110305,,,AVL,1200,C62,,,,,
MCL011_110306,,,AVL,2700,C62,,,,,
MCL011_110401,,,AVL,2400,C62,,,,,
MCL011_110402,,,AVL,3000,C62,,,,,
MCL011_110403,,,AVL,2600,C62,,,,,
MCL011_110404,,,AVL,1300,C62,,,,,
MCL011_110405,,,AVL,2700,C62,,,,,
MCL011_110406,,,AVL,2400,C62,,,,,
MCL011_110601,,,AVL,1700,C62,,,,,
MCL011_110602,,,AVL,2100,C62,,,,,
MCL011_110603,,,AVL,1200,C62,,,,,
MCL011_110604,,,AVL,1000,C62,,,,,
MCL011_110605,,,AVL,2100,C62,,,,,
MCL011_110606,,,AVL,1100,C62,,,,,
MCL011_111001,,,AVL,1100,C62,,,,,
MCL011_111002,,,AVL,1600,C62,,,,,
MCL011_111003,,,AVL,1600,C62,,,,,
MCL011_111004,,,AVL,2800,C62,,,,,
MCL011_111005,,,AVL,1400,C62,,,,,
MCL011_111006,,,AVL,1600,C62,,,,,
MCL011_111101,,,AVL,1100,C62,,,,,
MCL011_111102,,,AVL,1400,C62,,,,,
MCL011_111103,,,AVL,2200,C62,,,,,
MCL011_111104,,,AVL,2800,C62,,,,,
MCL011_111105,,,AVL,2300,C62,,,,,
MCL011_111106,,,AVL,1300,C62,,,,,
MCL011_111201,,,AVL,2800,C62,,,,,
MCL011_111202,,,AVL,1400,C62,,,,,
